count,prob_bare,prob_built,prob_crops,prob_flooded,prob_grass,prob_shrub,prob_trees,prob_water,area_bare,lon,lat
0,0.03887078215420894,0.02117762618696132,0.02932445377955673,0.04399310386422152,0.02475913478863944,0.03431897017577751,0.0463625920395089,0.7272320828301951,73212.35630168972,153.57820825742783,-28.954516147525005
0,0.03923491384456774,0.0211579213021767,0.02957673235135972,0.04395083880438825,0.02476056450296478,0.0347114869229567,0.04644524324724985,0.7257548582893488,73212.35630018612,153.58080962451157,-28.954516147459056
1,0.04047401918580755,0.02086218235392762,0.02960137174570713,0.04399388491828757,0.02468153276813815,0.03506429991588724,0.04660561254918145,0.7235636279762442,73212.35630086239,153.5834109914979,-28.95451614745101
0,0.0403699170748429,0.02085642605618735,0.02964442560130613,0.04406230719237842,0.02467067562006394,0.03479881738844576,0.04685304787976879,0.7250957715758988,73212.35630097399,153.58601235857665,-28.95451614750085
0,0.04080525714798272,0.02088099452100336,0.02973997431921421,0.04374096157314718,0.02482544851164082,0.03503490270545408,0.04697513976550382,0.7253501903211651,73212.35630095584,153.58861372559105,-28.95451614751242
0,0.03902354115007277,0.02109699927238499,0.02903811002680497,0.04434578880641604,0.02489740444196051,0.03383313679757703,0.04635747836862897,0.7299618665827428,73214.19531011637,153.57560689030947,-28.951914780259308
0,0.03910890797072894,0.02119879843446208,0.02899243916829249,0.04427977105114678,0.0248504414099385,0.03406711159328679,0.046442789653028,0.7281942520242035,73214.19531169363,153.57820825744878,-28.95191478029526
0,0.03935583124854304,0.02110795769545473,0.02916560948966677,0.04416030973487853,0.02481080879112415,0.0345244063789532,0.04657299037754068,0.7268066510331358,73214.19531027933,153.58080962454906,-28.951914780316475
0,0.03975451589572862,0.02075912673623501,0.02945847347611862,0.04391518074070452,0.02476513050370904,0.03462752546287656,0.04664730731226003,0.7256168510179439,73214.19531096093,153.58341099144468,-28.95191478033657
0,0.0402800369989228,0.02069200501601467,0.02948272774681046,0.04384444942562724,0.02474034072260706,0.03483696745618581,0.04691596205415848,0.7245988430251218,73214.195311086,153.58601235854002,-28.95191478035555
0,0.04052218825767784,0.02082122769824208,0.02954555395967143,0.04386974431561286,0.02478352860939147,0.03460114316452301,0.04679091358668337,0.7264806569490262,73214.19531096461,153.58861372560708,-28.951914780359782
