system:index,area_m2,.geo
"59044,-11072",73320.59953372335,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.802336173208168],[153.59771851039346,-28.802336173208168],[153.59771851039346,-28.7997348061405],[153.59511714332578,-28.7997348061405],[153.59511714332578,-28.802336173208168]]]}"
"59045,-11072",73320.59953370714,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.802336173208168],[153.60031987746112,-28.802336173208168],[153.60031987746112,-28.7997348061405],[153.59771851039346,-28.7997348061405],[153.59771851039346,-28.802336173208168]]]}"
"59046,-11072",73320.59953304821,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.802336173208168],[153.60292124452877,-28.802336173208168],[153.60292124452877,-28.7997348061405],[153.60031987746112,-28.7997348061405],[153.60031987746112,-28.802336173208168]]]}"
"59047,-11072",73320.59953455452,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60292124452877,-28.802336173208168],[153.60552261159646,-28.802336173208168],[153.60552261159646,-28.7997348061405],[153.60292124452877,-28.7997348061405],[153.60292124452877,-28.802336173208168]]]}"
"59048,-11072",73320.59953365035,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60552261159646,-28.802336173208168],[153.6081239786641,-28.802336173208168],[153.6081239786641,-28.7997348061405],[153.60552261159646,-28.7997348061405],[153.60552261159646,-28.802336173208168]]]}"
"59049,-11072",73320.59953381306,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6081239786641,-28.802336173208168],[153.6107253457318,-28.802336173208168],[153.6107253457318,-28.7997348061405],[153.6081239786641,-28.7997348061405],[153.6081239786641,-28.802336173208168]]]}"
"59050,-11072",73320.59953366408,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6107253457318,-28.802336173208168],[153.61332671279945,-28.802336173208168],[153.61332671279945,-28.7997348061405],[153.6107253457318,-28.7997348061405],[153.6107253457318,-28.802336173208168]]]}"
"59051,-11072",73320.59953369504,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61332671279945,-28.802336173208168],[153.61592807986713,-28.802336173208168],[153.61592807986713,-28.7997348061405],[153.61332671279945,-28.7997348061405],[153.61332671279945,-28.802336173208168]]]}"
"59052,-11072",73320.59953383495,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61592807986713,-28.802336173208168],[153.6185294469348,-28.802336173208168],[153.6185294469348,-28.7997348061405],[153.61592807986713,-28.7997348061405],[153.61592807986713,-28.802336173208168]]]}"
"59053,-11072",73320.59953303587,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6185294469348,-28.802336173208168],[153.62113081400244,-28.802336173208168],[153.62113081400244,-28.7997348061405],[153.6185294469348,-28.7997348061405],[153.6185294469348,-28.802336173208168]]]}"
"59054,-11072",73320.59953449301,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62113081400244,-28.802336173208168],[153.62373218107012,-28.802336173208168],[153.62373218107012,-28.7997348061405],[153.62113081400244,-28.7997348061405],[153.62113081400244,-28.802336173208168]]]}"
"59055,-11072",73320.5995329837,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62373218107012,-28.802336173208168],[153.62633354813778,-28.802336173208168],[153.62633354813778,-28.7997348061405],[153.62373218107012,-28.7997348061405],[153.62373218107012,-28.802336173208168]]]}"
"59056,-11072",73320.5995344629,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62633354813778,-28.802336173208168],[153.62893491520546,-28.802336173208168],[153.62893491520546,-28.7997348061405],[153.62633354813778,-28.7997348061405],[153.62633354813778,-28.802336173208168]]]}"
"59057,-11072",73320.59953308653,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62893491520546,-28.802336173208168],[153.63153628227312,-28.802336173208168],[153.63153628227312,-28.7997348061405],[153.62893491520546,-28.7997348061405],[153.62893491520546,-28.802336173208168]]]}"
"59058,-11072",73320.59953373505,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63153628227312,-28.802336173208168],[153.63413764934077,-28.802336173208168],[153.63413764934077,-28.7997348061405],[153.63153628227312,-28.7997348061405],[153.63153628227312,-28.802336173208168]]]}"
"59059,-11072",73320.59953375997,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63413764934077,-28.802336173208168],[153.63673901640846,-28.802336173208168],[153.63673901640846,-28.7997348061405],[153.63413764934077,-28.7997348061405],[153.63413764934077,-28.802336173208168]]]}"
"59060,-11072",73320.59953380152,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63673901640846,-28.802336173208168],[153.6393403834761,-28.802336173208168],[153.6393403834761,-28.7997348061405],[153.63673901640846,-28.7997348061405],[153.63673901640846,-28.802336173208168]]]}"
"59061,-11072",73320.59953455154,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6393403834761,-28.802336173208168],[153.6419417505438,-28.802336173208168],[153.6419417505438,-28.7997348061405],[153.6393403834761,-28.7997348061405],[153.6393403834761,-28.802336173208168]]]}"
"59062,-11072",73320.59953294574,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6419417505438,-28.802336173208168],[153.64454311761145,-28.802336173208168],[153.64454311761145,-28.7997348061405],[153.6419417505438,-28.7997348061405],[153.6419417505438,-28.802336173208168]]]}"
"59063,-11072",73320.59953451181,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.64454311761145,-28.802336173208168],[153.64714448467913,-28.802336173208168],[153.64714448467913,-28.7997348061405],[153.64454311761145,-28.7997348061405],[153.64454311761145,-28.802336173208168]]]}"
"59064,-11072",73320.59953303136,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.64714448467913,-28.802336173208168],[153.6497458517468,-28.802336173208168],[153.6497458517468,-28.7997348061405],[153.64714448467913,-28.7997348061405],[153.64714448467913,-28.802336173208168]]]}"
"59065,-11072",73320.59953386248,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6497458517468,-28.802336173208168],[153.65234721881444,-28.802336173208168],[153.65234721881444,-28.7997348061405],[153.6497458517468,-28.7997348061405],[153.6497458517468,-28.802336173208168]]]}"
"59066,-11072",73320.59953376143,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.65234721881444,-28.802336173208168],[153.65494858588212,-28.802336173208168],[153.65494858588212,-28.7997348061405],[153.65234721881444,-28.7997348061405],[153.65234721881444,-28.802336173208168]]]}"
"59067,-11072",73320.5995336778,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.65494858588212,-28.802336173208168],[153.65754995294978,-28.802336173208168],[153.65754995294978,-28.7997348061405],[153.65494858588212,-28.7997348061405],[153.65494858588212,-28.802336173208168]]]}"
"59068,-11072",73320.59953379218,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.65754995294978,-28.802336173208168],[153.66015132001746,-28.802336173208168],[153.66015132001746,-28.7997348061405],[153.65754995294978,-28.7997348061405],[153.65754995294978,-28.802336173208168]]]}"
"59069,-11072",73320.59953389519,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.66015132001746,-28.802336173208168],[153.66275268708512,-28.802336173208168],[153.66275268708512,-28.7997348061405],[153.66015132001746,-28.7997348061405],[153.66015132001746,-28.802336173208168]]]}"
"59070,-11072",73320.5995337548,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.66275268708512,-28.802336173208168],[153.6653540541528,-28.802336173208168],[153.6653540541528,-28.7997348061405],[153.66275268708512,-28.7997348061405],[153.66275268708512,-28.802336173208168]]]}"
"59071,-11072",73320.59953382089,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6653540541528,-28.802336173208168],[153.66795542122046,-28.802336173208168],[153.66795542122046,-28.7997348061405],[153.6653540541528,-28.7997348061405],[153.6653540541528,-28.802336173208168]]]}"
"59072,-11072",73320.59953295976,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.66795542122046,-28.802336173208168],[153.6705567882881,-28.802336173208168],[153.6705567882881,-28.7997348061405],[153.66795542122046,-28.7997348061405],[153.66795542122046,-28.802336173208168]]]}"
"59073,-11072",73320.59953431757,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6705567882881,-28.802336173208168],[153.6731581553558,-28.802336173208168],[153.6731581553558,-28.7997348061405],[153.6705567882881,-28.7997348061405],[153.6705567882881,-28.802336173208168]]]}"
"59074,-11072",73320.59953313028,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6731581553558,-28.802336173208168],[153.67575952242345,-28.802336173208168],[153.67575952242345,-28.7997348061405],[153.6731581553558,-28.7997348061405],[153.6731581553558,-28.802336173208168]]]}"
"59075,-11072",73320.5995345477,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.67575952242345,-28.802336173208168],[153.67836088949113,-28.802336173208168],[153.67836088949113,-28.7997348061405],[153.67575952242345,-28.7997348061405],[153.67575952242345,-28.802336173208168]]]}"
"59000,-11071",73322.42963356609,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48065699234843,-28.7997348061405],[153.4832583594161,-28.7997348061405],[153.4832583594161,-28.797133439072834],[153.48065699234843,-28.797133439072834],[153.48065699234843,-28.7997348061405]]]}"
"59001,-11071",73322.42963222624,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4832583594161,-28.7997348061405],[153.48585972648377,-28.7997348061405],[153.48585972648377,-28.797133439072834],[153.4832583594161,-28.797133439072834],[153.4832583594161,-28.7997348061405]]]}"
"59002,-11071",73322.42963348444,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48585972648377,-28.7997348061405],[153.48846109355145,-28.7997348061405],[153.48846109355145,-28.797133439072834],[153.48585972648377,-28.797133439072834],[153.48585972648377,-28.7997348061405]]]}"
"59003,-11071",73322.42963283043,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48846109355145,-28.7997348061405],[153.4910624606191,-28.7997348061405],[153.4910624606191,-28.797133439072834],[153.48846109355145,-28.797133439072834],[153.48846109355145,-28.7997348061405]]]}"
"59004,-11071",73322.42963215617,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4910624606191,-28.7997348061405],[153.49366382768676,-28.7997348061405],[153.49366382768676,-28.797133439072834],[153.4910624606191,-28.797133439072834],[153.4910624606191,-28.7997348061405]]]}"
"59005,-11071",73322.4296334756,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49366382768676,-28.7997348061405],[153.49626519475444,-28.7997348061405],[153.49626519475444,-28.797133439072834],[153.49366382768676,-28.797133439072834],[153.49366382768676,-28.7997348061405]]]}"
"59006,-11071",73322.42963221282,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49626519475444,-28.7997348061405],[153.4988665618221,-28.7997348061405],[153.4988665618221,-28.797133439072834],[153.49626519475444,-28.797133439072834],[153.49626519475444,-28.7997348061405]]]}"
"59007,-11071",73322.4296334926,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4988665618221,-28.7997348061405],[153.50146792888978,-28.7997348061405],[153.50146792888978,-28.797133439072834],[153.4988665618221,-28.797133439072834],[153.4988665618221,-28.7997348061405]]]}"
"59008,-11071",73322.42963209216,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50146792888978,-28.7997348061405],[153.50406929595744,-28.7997348061405],[153.50406929595744,-28.797133439072834],[153.50146792888978,-28.797133439072834],[153.50146792888978,-28.7997348061405]]]}"
"59009,-11071",73322.42963356328,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50406929595744,-28.7997348061405],[153.50667066302512,-28.7997348061405],[153.50667066302512,-28.797133439072834],[153.50406929595744,-28.797133439072834],[153.50406929595744,-28.7997348061405]]]}"
"59010,-11071",73322.42963217832,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50667066302512,-28.7997348061405],[153.50927203009277,-28.7997348061405],[153.50927203009277,-28.797133439072834],[153.50667066302512,-28.797133439072834],[153.50667066302512,-28.7997348061405]]]}"
"59011,-11071",73322.42963278688,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50927203009277,-28.7997348061405],[153.51187339716043,-28.7997348061405],[153.51187339716043,-28.797133439072834],[153.50927203009277,-28.797133439072834],[153.50927203009277,-28.7997348061405]]]}"
"59012,-11071",73322.42963288134,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51187339716043,-28.7997348061405],[153.5144747642281,-28.7997348061405],[153.5144747642281,-28.797133439072834],[153.51187339716043,-28.797133439072834],[153.51187339716043,-28.7997348061405]]]}"
"59013,-11071",73322.42963283589,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5144747642281,-28.7997348061405],[153.51707613129577,-28.7997348061405],[153.51707613129577,-28.797133439072834],[153.5144747642281,-28.797133439072834],[153.5144747642281,-28.7997348061405]]]}"
"59014,-11071",73322.42963285487,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51707613129577,-28.7997348061405],[153.51967749836345,-28.7997348061405],[153.51967749836345,-28.797133439072834],[153.51707613129577,-28.797133439072834],[153.51707613129577,-28.7997348061405]]]}"
"59015,-11071",73322.42963276242,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51967749836345,-28.7997348061405],[153.5222788654311,-28.7997348061405],[153.5222788654311,-28.797133439072834],[153.51967749836345,-28.797133439072834],[153.51967749836345,-28.7997348061405]]]}"
"59016,-11071",73322.42963359166,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5222788654311,-28.7997348061405],[153.5248802324988,-28.7997348061405],[153.5248802324988,-28.797133439072834],[153.5222788654311,-28.797133439072834],[153.5222788654311,-28.7997348061405]]]}"
"59017,-11071",73322.4296319786,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5248802324988,-28.7997348061405],[153.52748159956644,-28.7997348061405],[153.52748159956644,-28.797133439072834],[153.5248802324988,-28.797133439072834],[153.5248802324988,-28.7997348061405]]]}"
"59018,-11071",73322.42963208449,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.52748159956644,-28.7997348061405],[153.5300829666341,-28.7997348061405],[153.5300829666341,-28.797133439072834],[153.52748159956644,-28.797133439072834],[153.52748159956644,-28.7997348061405]]]}"
"59019,-11071",73322.42963354231,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5300829666341,-28.7997348061405],[153.53268433370178,-28.7997348061405],[153.53268433370178,-28.797133439072834],[153.5300829666341,-28.797133439072834],[153.5300829666341,-28.7997348061405]]]}"
"59020,-11071",73322.4296327128,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53268433370178,-28.7997348061405],[153.53528570076944,-28.7997348061405],[153.53528570076944,-28.797133439072834],[153.53268433370178,-28.797133439072834],[153.53268433370178,-28.7997348061405]]]}"
"59021,-11071",73322.42963288161,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53528570076944,-28.7997348061405],[153.53788706783712,-28.7997348061405],[153.53788706783712,-28.797133439072834],[153.53528570076944,-28.797133439072834],[153.53528570076944,-28.7997348061405]]]}"
"59022,-11071",73322.42963290974,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53788706783712,-28.7997348061405],[153.54048843490477,-28.7997348061405],[153.54048843490477,-28.797133439072834],[153.53788706783712,-28.797133439072834],[153.53788706783712,-28.7997348061405]]]}"
"59023,-11071",73322.42963274952,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54048843490477,-28.7997348061405],[153.54308980197246,-28.7997348061405],[153.54308980197246,-28.797133439072834],[153.54048843490477,-28.797133439072834],[153.54048843490477,-28.7997348061405]]]}"
"59024,-11071",73322.42963279308,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54308980197246,-28.7997348061405],[153.5456911690401,-28.7997348061405],[153.5456911690401,-28.797133439072834],[153.54308980197246,-28.797133439072834],[153.54308980197246,-28.7997348061405]]]}"
"59025,-11071",73322.42963216001,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5456911690401,-28.7997348061405],[153.54829253610777,-28.7997348061405],[153.54829253610777,-28.797133439072834],[153.5456911690401,-28.797133439072834],[153.5456911690401,-28.7997348061405]]]}"
"59026,-11071",73322.42963352641,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54829253610777,-28.7997348061405],[153.55089390317545,-28.7997348061405],[153.55089390317545,-28.797133439072834],[153.54829253610777,-28.797133439072834],[153.54829253610777,-28.7997348061405]]]}"
"59027,-11071",73322.42963218293,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55089390317545,-28.7997348061405],[153.5534952702431,-28.7997348061405],[153.5534952702431,-28.797133439072834],[153.55089390317545,-28.797133439072834],[153.55089390317545,-28.7997348061405]]]}"
"59028,-11071",73322.42963340208,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5534952702431,-28.7997348061405],[153.5560966373108,-28.7997348061405],[153.5560966373108,-28.797133439072834],[153.5534952702431,-28.797133439072834],[153.5534952702431,-28.7997348061405]]]}"
"59029,-11071",73322.42963223976,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5560966373108,-28.7997348061405],[153.55869800437844,-28.7997348061405],[153.55869800437844,-28.797133439072834],[153.5560966373108,-28.797133439072834],[153.5560966373108,-28.7997348061405]]]}"
"59030,-11071",73322.42963346378,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55869800437844,-28.7997348061405],[153.56129937144613,-28.7997348061405],[153.56129937144613,-28.797133439072834],[153.55869800437844,-28.797133439072834],[153.55869800437844,-28.7997348061405]]]}"
"59031,-11071",73322.4296322161,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56129937144613,-28.7997348061405],[153.56390073851378,-28.7997348061405],[153.56390073851378,-28.797133439072834],[153.56129937144613,-28.797133439072834],[153.56129937144613,-28.7997348061405]]]}"
"59032,-11071",73322.42963274299,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56390073851378,-28.7997348061405],[153.56650210558143,-28.7997348061405],[153.56650210558143,-28.797133439072834],[153.56390073851378,-28.797133439072834],[153.56390073851378,-28.7997348061405]]]}"
"59033,-11071",73322.42963363363,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56650210558143,-28.7997348061405],[153.56910347264912,-28.7997348061405],[153.56910347264912,-28.797133439072834],[153.56650210558143,-28.797133439072834],[153.56650210558143,-28.7997348061405]]]}"
"59034,-11071",73322.42963211644,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56910347264912,-28.7997348061405],[153.57170483971677,-28.7997348061405],[153.57170483971677,-28.797133439072834],[153.56910347264912,-28.797133439072834],[153.56910347264912,-28.7997348061405]]]}"
"59035,-11071",73322.42963356209,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57170483971677,-28.7997348061405],[153.57430620678446,-28.7997348061405],[153.57430620678446,-28.797133439072834],[153.57170483971677,-28.797133439072834],[153.57170483971677,-28.7997348061405]]]}"
"59036,-11071",73322.42963207896,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57430620678446,-28.7997348061405],[153.5769075738521,-28.7997348061405],[153.5769075738521,-28.797133439072834],[153.57430620678446,-28.797133439072834],[153.57430620678446,-28.7997348061405]]]}"
"59037,-11071",73322.42963362145,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5769075738521,-28.7997348061405],[153.5795089409198,-28.7997348061405],[153.5795089409198,-28.797133439072834],[153.5769075738521,-28.797133439072834],[153.5769075738521,-28.7997348061405]]]}"
"59038,-11071",73322.42963205262,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5795089409198,-28.7997348061405],[153.58211030798745,-28.7997348061405],[153.58211030798745,-28.797133439072834],[153.5795089409198,-28.797133439072834],[153.5795089409198,-28.7997348061405]]]}"
"59039,-11071",73322.4296328244,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58211030798745,-28.7997348061405],[153.5847116750551,-28.7997348061405],[153.5847116750551,-28.797133439072834],[153.58211030798745,-28.797133439072834],[153.58211030798745,-28.7997348061405]]]}"
"59040,-11071",73322.42963290769,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5847116750551,-28.7997348061405],[153.5873130421228,-28.7997348061405],[153.5873130421228,-28.797133439072834],[153.5847116750551,-28.797133439072834],[153.5847116750551,-28.7997348061405]]]}"
"59041,-11071",73322.42963286143,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5873130421228,-28.7997348061405],[153.58991440919044,-28.7997348061405],[153.58991440919044,-28.797133439072834],[153.5873130421228,-28.797133439072834],[153.5873130421228,-28.7997348061405]]]}"
"59042,-11071",73322.42963284135,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58991440919044,-28.7997348061405],[153.59251577625813,-28.7997348061405],[153.59251577625813,-28.797133439072834],[153.58991440919044,-28.797133439072834],[153.58991440919044,-28.7997348061405]]]}"
"59043,-11071",73322.42963277161,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59251577625813,-28.7997348061405],[153.59511714332578,-28.7997348061405],[153.59511714332578,-28.797133439072834],[153.59251577625813,-28.797133439072834],[153.59251577625813,-28.7997348061405]]]}"
"59044,-11071",73322.429632785,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.7997348061405],[153.59771851039346,-28.7997348061405],[153.59771851039346,-28.797133439072834],[153.59511714332578,-28.797133439072834],[153.59511714332578,-28.7997348061405]]]}"
"59045,-11071",73322.42963276853,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.7997348061405],[153.60031987746112,-28.7997348061405],[153.60031987746112,-28.797133439072834],[153.59771851039346,-28.797133439072834],[153.59771851039346,-28.7997348061405]]]}"
"59046,-11071",73322.42963208152,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.7997348061405],[153.60292124452877,-28.7997348061405],[153.60292124452877,-28.797133439072834],[153.60031987746112,-28.797133439072834],[153.60031987746112,-28.7997348061405]]]}"
