system:index,area_m2,.geo
"58997,-11103",73263.7915162635,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47285289114544,-28.882978552305843],[153.4754542582131,-28.882978552305843],[153.4754542582131,-28.880377185238174],[153.47285289114544,-28.880377185238174],[153.47285289114544,-28.882978552305843]]]}"
"58998,-11103",73263.79151790595,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4754542582131,-28.882978552305843],[153.47805562528077,-28.882978552305843],[153.47805562528077,-28.880377185238174],[153.4754542582131,-28.880377185238174],[153.4754542582131,-28.882978552305843]]]}"
"58999,-11103",73263.79151628604,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47805562528077,-28.882978552305843],[153.48065699234843,-28.882978552305843],[153.48065699234843,-28.880377185238174],[153.47805562528077,-28.880377185238174],[153.47805562528077,-28.882978552305843]]]}"
"59000,-11103",73263.7915178088,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48065699234843,-28.882978552305843],[153.4832583594161,-28.882978552305843],[153.4832583594161,-28.880377185238174],[153.48065699234843,-28.880377185238174],[153.48065699234843,-28.882978552305843]]]}"
"59001,-11103",73263.79151647739,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4832583594161,-28.882978552305843],[153.48585972648377,-28.882978552305843],[153.48585972648377,-28.880377185238174],[153.4832583594161,-28.880377185238174],[153.4832583594161,-28.882978552305843]]]}"
"59002,-11103",73263.7915178316,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48585972648377,-28.882978552305843],[153.48846109355145,-28.882978552305843],[153.48846109355145,-28.880377185238174],[153.48585972648377,-28.880377185238174],[153.48585972648377,-28.882978552305843]]]}"
"59003,-11103",73263.79151712668,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48846109355145,-28.882978552305843],[153.4910624606191,-28.882978552305843],[153.4910624606191,-28.880377185238174],[153.48846109355145,-28.880377185238174],[153.48846109355145,-28.882978552305843]]]}"
"59004,-11103",73263.79151636142,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4910624606191,-28.882978552305843],[153.49366382768676,-28.882978552305843],[153.49366382768676,-28.880377185238174],[153.4910624606191,-28.880377185238174],[153.4910624606191,-28.882978552305843]]]}"
"59005,-11103",73263.7915178306,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49366382768676,-28.882978552305843],[153.49626519475444,-28.882978552305843],[153.49626519475444,-28.880377185238174],[153.49366382768676,-28.880377185238174],[153.49366382768676,-28.882978552305843]]]}"
"59006,-11103",73263.79151641733,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49626519475444,-28.882978552305843],[153.4988665618221,-28.882978552305843],[153.4988665618221,-28.880377185238174],[153.49626519475444,-28.880377185238174],[153.49626519475444,-28.882978552305843]]]}"
"59007,-11103",73263.79151773729,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4988665618221,-28.882978552305843],[153.50146792888978,-28.882978552305843],[153.50146792888978,-28.880377185238174],[153.4988665618221,-28.880377185238174],[153.4988665618221,-28.882978552305843]]]}"
"59008,-11103",73263.79151637996,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50146792888978,-28.882978552305843],[153.50406929595744,-28.882978552305843],[153.50406929595744,-28.880377185238174],[153.50146792888978,-28.880377185238174],[153.50146792888978,-28.882978552305843]]]}"
"59009,-11103",73263.79151786785,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50406929595744,-28.882978552305843],[153.50667066302512,-28.882978552305843],[153.50667066302512,-28.880377185238174],[153.50406929595744,-28.880377185238174],[153.50406929595744,-28.882978552305843]]]}"
"59010,-11103",73263.79151633932,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50667066302512,-28.882978552305843],[153.50927203009277,-28.882978552305843],[153.50927203009277,-28.880377185238174],[153.50667066302512,-28.880377185238174],[153.50667066302512,-28.882978552305843]]]}"
"59011,-11103",73263.79151708071,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50927203009277,-28.882978552305843],[153.51187339716043,-28.882978552305843],[153.51187339716043,-28.880377185238174],[153.50927203009277,-28.880377185238174],[153.50927203009277,-28.882978552305843]]]}"
"59012,-11103",73263.79151708541,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51187339716043,-28.882978552305843],[153.5144747642281,-28.882978552305843],[153.5144747642281,-28.880377185238174],[153.51187339716043,-28.880377185238174],[153.51187339716043,-28.882978552305843]]]}"
"59013,-11103",73263.79151714785,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5144747642281,-28.882978552305843],[153.51707613129577,-28.882978552305843],[153.51707613129577,-28.880377185238174],[153.5144747642281,-28.880377185238174],[153.5144747642281,-28.882978552305843]]]}"
"59014,-11103",73263.79151715728,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51707613129577,-28.882978552305843],[153.51967749836345,-28.882978552305843],[153.51967749836345,-28.880377185238174],[153.51707613129577,-28.880377185238174],[153.51707613129577,-28.882978552305843]]]}"
"59015,-11103",73263.79151702893,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51967749836345,-28.882978552305843],[153.5222788654311,-28.882978552305843],[153.5222788654311,-28.880377185238174],[153.51967749836345,-28.880377185238174],[153.51967749836345,-28.882978552305843]]]}"
"59016,-11103",73263.79151778186,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5222788654311,-28.882978552305843],[153.5248802324988,-28.882978552305843],[153.5248802324988,-28.880377185238174],[153.5222788654311,-28.880377185238174],[153.5222788654311,-28.882978552305843]]]}"
"59017,-11103",73263.79151632672,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5248802324988,-28.882978552305843],[153.52748159956644,-28.882978552305843],[153.52748159956644,-28.880377185238174],[153.5248802324988,-28.880377185238174],[153.5248802324988,-28.882978552305843]]]}"
"59018,-11103",73263.79151634526,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.52748159956644,-28.882978552305843],[153.5300829666341,-28.882978552305843],[153.5300829666341,-28.880377185238174],[153.52748159956644,-28.880377185238174],[153.52748159956644,-28.882978552305843]]]}"
"59019,-11103",73263.79151786528,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5300829666341,-28.882978552305843],[153.53268433370178,-28.882978552305843],[153.53268433370178,-28.880377185238174],[153.5300829666341,-28.880377185238174],[153.5300829666341,-28.882978552305843]]]}"
"59020,-11103",73263.79151704554,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53268433370178,-28.882978552305843],[153.53528570076944,-28.882978552305843],[153.53528570076944,-28.880377185238174],[153.53268433370178,-28.880377185238174],[153.53268433370178,-28.882978552305843]]]}"
"59021,-11103",73263.7915170633,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53528570076944,-28.882978552305843],[153.53788706783712,-28.882978552305843],[153.53788706783712,-28.880377185238174],[153.53528570076944,-28.880377185238174],[153.53528570076944,-28.882978552305843]]]}"
"59022,-11103",73263.79151722993,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53788706783712,-28.882978552305843],[153.54048843490477,-28.882978552305843],[153.54048843490477,-28.880377185238174],[153.53788706783712,-28.880377185238174],[153.53788706783712,-28.882978552305843]]]}"
"59023,-11103",73263.79151707616,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54048843490477,-28.882978552305843],[153.54308980197246,-28.882978552305843],[153.54308980197246,-28.880377185238174],[153.54048843490477,-28.880377185238174],[153.54048843490477,-28.882978552305843]]]}"
"59024,-11103",73263.79151711435,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54308980197246,-28.882978552305843],[153.5456911690401,-28.882978552305843],[153.5456911690401,-28.880377185238174],[153.54308980197246,-28.880377185238174],[153.54308980197246,-28.882978552305843]]]}"
"59025,-11103",73263.79151638653,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5456911690401,-28.882978552305843],[153.54829253610777,-28.882978552305843],[153.54829253610777,-28.880377185238174],[153.5456911690401,-28.880377185238174],[153.5456911690401,-28.882978552305843]]]}"
"59026,-11103",73263.79151775864,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54829253610777,-28.882978552305843],[153.55089390317545,-28.882978552305843],[153.55089390317545,-28.880377185238174],[153.54829253610777,-28.880377185238174],[153.54829253610777,-28.882978552305843]]]}"
"59027,-11103",73263.79151638038,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55089390317545,-28.882978552305843],[153.5534952702431,-28.882978552305843],[153.5534952702431,-28.880377185238174],[153.55089390317545,-28.880377185238174],[153.55089390317545,-28.882978552305843]]]}"
"59028,-11103",73263.79151772079,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5534952702431,-28.882978552305843],[153.5560966373108,-28.882978552305843],[153.5560966373108,-28.880377185238174],[153.5534952702431,-28.880377185238174],[153.5534952702431,-28.882978552305843]]]}"
"59029,-11103",73263.79151647098,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5560966373108,-28.882978552305843],[153.55869800437844,-28.882978552305843],[153.55869800437844,-28.880377185238174],[153.5560966373108,-28.880377185238174],[153.5560966373108,-28.882978552305843]]]}"
"59030,-11103",73263.79151774346,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55869800437844,-28.882978552305843],[153.56129937144613,-28.882978552305843],[153.56129937144613,-28.880377185238174],[153.55869800437844,-28.880377185238174],[153.55869800437844,-28.882978552305843]]]}"
"59031,-11103",73263.79151639013,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56129937144613,-28.882978552305843],[153.56390073851378,-28.882978552305843],[153.56390073851378,-28.880377185238174],[153.56129937144613,-28.880377185238174],[153.56129937144613,-28.882978552305843]]]}"
"59032,-11103",73263.79151710737,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56390073851378,-28.882978552305843],[153.56650210558143,-28.882978552305843],[153.56650210558143,-28.880377185238174],[153.56390073851378,-28.880377185238174],[153.56390073851378,-28.882978552305843]]]}"
"59033,-11103",73263.79151786219,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56650210558143,-28.882978552305843],[153.56910347264912,-28.882978552305843],[153.56910347264912,-28.880377185238174],[153.56650210558143,-28.880377185238174],[153.56650210558143,-28.882978552305843]]]}"
"59034,-11103",73263.79151638747,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56910347264912,-28.882978552305843],[153.57170483971677,-28.882978552305843],[153.57170483971677,-28.880377185238174],[153.56910347264912,-28.880377185238174],[153.56910347264912,-28.882978552305843]]]}"
"59035,-11103",73263.79151789784,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57170483971677,-28.882978552305843],[153.57430620678446,-28.882978552305843],[153.57430620678446,-28.880377185238174],[153.57170483971677,-28.880377185238174],[153.57170483971677,-28.882978552305843]]]}"
"59036,-11103",73263.7915162704,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57430620678446,-28.882978552305843],[153.5769075738521,-28.882978552305843],[153.5769075738521,-28.880377185238174],[153.57430620678446,-28.880377185238174],[153.57430620678446,-28.882978552305843]]]}"
"59037,-11103",73263.79151778191,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5769075738521,-28.882978552305843],[153.5795089409198,-28.882978552305843],[153.5795089409198,-28.880377185238174],[153.5769075738521,-28.880377185238174],[153.5769075738521,-28.882978552305843]]]}"
"59038,-11103",73263.79151638702,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5795089409198,-28.882978552305843],[153.58211030798745,-28.882978552305843],[153.58211030798745,-28.880377185238174],[153.5795089409198,-28.880377185238174],[153.5795089409198,-28.882978552305843]]]}"
"59039,-11103",73263.79151696316,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58211030798745,-28.882978552305843],[153.5847116750551,-28.882978552305843],[153.5847116750551,-28.880377185238174],[153.58211030798745,-28.880377185238174],[153.58211030798745,-28.882978552305843]]]}"
"59040,-11103",73263.79151723078,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5847116750551,-28.882978552305843],[153.5873130421228,-28.882978552305843],[153.5873130421228,-28.880377185238174],[153.5847116750551,-28.880377185238174],[153.5847116750551,-28.882978552305843]]]}"
"59041,-11103",73263.79151710577,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5873130421228,-28.882978552305843],[153.58991440919044,-28.882978552305843],[153.58991440919044,-28.880377185238174],[153.5873130421228,-28.880377185238174],[153.5873130421228,-28.882978552305843]]]}"
"59042,-11103",73263.79151713588,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58991440919044,-28.882978552305843],[153.59251577625813,-28.882978552305843],[153.59251577625813,-28.880377185238174],[153.58991440919044,-28.880377185238174],[153.58991440919044,-28.882978552305843]]]}"
"59043,-11103",73263.7915170601,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59251577625813,-28.882978552305843],[153.59511714332578,-28.882978552305843],[153.59511714332578,-28.880377185238174],[153.59251577625813,-28.880377185238174],[153.59251577625813,-28.882978552305843]]]}"
"59044,-11103",73263.79151709648,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.882978552305843],[153.59771851039346,-28.882978552305843],[153.59771851039346,-28.880377185238174],[153.59511714332578,-28.880377185238174],[153.59511714332578,-28.882978552305843]]]}"
"59045,-11103",73263.79151709868,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.882978552305843],[153.60031987746112,-28.882978552305843],[153.60031987746112,-28.880377185238174],[153.59771851039346,-28.880377185238174],[153.59771851039346,-28.882978552305843]]]}"
"59046,-11103",73263.79151639712,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.882978552305843],[153.60292124452877,-28.882978552305843],[153.60292124452877,-28.880377185238174],[153.60031987746112,-28.880377185238174],[153.60031987746112,-28.882978552305843]]]}"
"59047,-11103",73263.79151791873,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60292124452877,-28.882978552305843],[153.60552261159646,-28.882978552305843],[153.60552261159646,-28.880377185238174],[153.60292124452877,-28.880377185238174],[153.60292124452877,-28.882978552305843]]]}"
"59048,-11103",73263.79151702767,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60552261159646,-28.882978552305843],[153.6081239786641,-28.882978552305843],[153.6081239786641,-28.880377185238174],[153.60552261159646,-28.880377185238174],[153.60552261159646,-28.882978552305843]]]}"
"59049,-11103",73263.79151721926,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6081239786641,-28.882978552305843],[153.6107253457318,-28.882978552305843],[153.6107253457318,-28.880377185238174],[153.6081239786641,-28.880377185238174],[153.6081239786641,-28.882978552305843]]]}"
"59050,-11103",73263.79151708038,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6107253457318,-28.882978552305843],[153.61332671279945,-28.882978552305843],[153.61332671279945,-28.880377185238174],[153.6107253457318,-28.880377185238174],[153.6107253457318,-28.882978552305843]]]}"
"59051,-11103",73263.79151708918,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61332671279945,-28.882978552305843],[153.61592807986713,-28.882978552305843],[153.61592807986713,-28.880377185238174],[153.61332671279945,-28.880377185238174],[153.61332671279945,-28.882978552305843]]]}"
"59052,-11103",73263.7915171318,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61592807986713,-28.882978552305843],[153.6185294469348,-28.882978552305843],[153.6185294469348,-28.880377185238174],[153.61592807986713,-28.880377185238174],[153.61592807986713,-28.882978552305843]]]}"
"59053,-11103",73263.79151632356,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6185294469348,-28.882978552305843],[153.62113081400244,-28.882978552305843],[153.62113081400244,-28.880377185238174],[153.6185294469348,-28.880377185238174],[153.6185294469348,-28.882978552305843]]]}"
"59054,-11103",73263.79151783009,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62113081400244,-28.882978552305843],[153.62373218107012,-28.882978552305843],[153.62373218107012,-28.880377185238174],[153.62113081400244,-28.880377185238174],[153.62113081400244,-28.882978552305843]]]}"
"59055,-11103",73263.79151636454,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62373218107012,-28.882978552305843],[153.62633354813778,-28.882978552305843],[153.62633354813778,-28.880377185238174],[153.62373218107012,-28.880377185238174],[153.62373218107012,-28.882978552305843]]]}"
"59056,-11103",73263.79151788338,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62633354813778,-28.882978552305843],[153.62893491520546,-28.882978552305843],[153.62893491520546,-28.880377185238174],[153.62633354813778,-28.880377185238174],[153.62633354813778,-28.882978552305843]]]}"
"59057,-11103",73263.79151636883,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62893491520546,-28.882978552305843],[153.63153628227312,-28.882978552305843],[153.63153628227312,-28.880377185238174],[153.62893491520546,-28.880377185238174],[153.62893491520546,-28.882978552305843]]]}"
"59058,-11103",73263.79151713195,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63153628227312,-28.882978552305843],[153.63413764934077,-28.882978552305843],[153.63413764934077,-28.880377185238174],[153.63153628227312,-28.880377185238174],[153.63153628227312,-28.882978552305843]]]}"
"59059,-11103",73263.79151710718,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63413764934077,-28.882978552305843],[153.63673901640846,-28.882978552305843],[153.63673901640846,-28.880377185238174],[153.63413764934077,-28.880377185238174],[153.63413764934077,-28.882978552305843]]]}"
"59060,-11103",73263.79151715759,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63673901640846,-28.882978552305843],[153.6393403834761,-28.882978552305843],[153.6393403834761,-28.880377185238174],[153.63673901640846,-28.880377185238174],[153.63673901640846,-28.882978552305843]]]}"
"58997,-11102",73265.6262989196,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47285289114544,-28.880377185238174],[153.4754542582131,-28.880377185238174],[153.4754542582131,-28.87777581817051],[153.47285289114544,-28.87777581817051],[153.47285289114544,-28.880377185238174]]]}"
"58998,-11102",73265.62630048957,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4754542582131,-28.880377185238174],[153.47805562528077,-28.880377185238174],[153.47805562528077,-28.87777581817051],[153.4754542582131,-28.87777581817051],[153.4754542582131,-28.880377185238174]]]}"
"58999,-11102",73265.62629902414,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47805562528077,-28.880377185238174],[153.48065699234843,-28.880377185238174],[153.48065699234843,-28.87777581817051],[153.47805562528077,-28.87777581817051],[153.47805562528077,-28.880377185238174]]]}"
"59000,-11102",73265.62630046379,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48065699234843,-28.880377185238174],[153.4832583594161,-28.880377185238174],[153.4832583594161,-28.87777581817051],[153.48065699234843,-28.87777581817051],[153.48065699234843,-28.880377185238174]]]}"
"59001,-11102",73265.62629912507,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4832583594161,-28.880377185238174],[153.48585972648377,-28.880377185238174],[153.48585972648377,-28.87777581817051],[153.4832583594161,-28.87777581817051],[153.4832583594161,-28.880377185238174]]]}"
"59002,-11102",73265.62630051583,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48585972648377,-28.880377185238174],[153.48846109355145,-28.880377185238174],[153.48846109355145,-28.87777581817051],[153.48585972648377,-28.87777581817051],[153.48585972648377,-28.880377185238174]]]}"
"59003,-11102",73265.62629974284,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48846109355145,-28.880377185238174],[153.4910624606191,-28.880377185238174],[153.4910624606191,-28.87777581817051],[153.48846109355145,-28.87777581817051],[153.48846109355145,-28.880377185238174]]]}"
"59004,-11102",73265.62629906423,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4910624606191,-28.880377185238174],[153.49366382768676,-28.880377185238174],[153.49366382768676,-28.87777581817051],[153.4910624606191,-28.87777581817051],[153.4910624606191,-28.880377185238174]]]}"
"59005,-11102",73265.62630047437,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49366382768676,-28.880377185238174],[153.49626519475444,-28.880377185238174],[153.49626519475444,-28.87777581817051],[153.49366382768676,-28.87777581817051],[153.49366382768676,-28.880377185238174]]]}"
"59006,-11102",73265.62629917145,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49626519475444,-28.880377185238174],[153.4988665618221,-28.880377185238174],[153.4988665618221,-28.87777581817051],[153.49626519475444,-28.87777581817051],[153.49626519475444,-28.880377185238174]]]}"
"59007,-11102",73265.62630043387,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4988665618221,-28.880377185238174],[153.50146792888978,-28.880377185238174],[153.50146792888978,-28.87777581817051],[153.4988665618221,-28.87777581817051],[153.4988665618221,-28.880377185238174]]]}"
"59008,-11102",73265.62629905329,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50146792888978,-28.880377185238174],[153.50406929595744,-28.880377185238174],[153.50406929595744,-28.87777581817051],[153.50146792888978,-28.87777581817051],[153.50146792888978,-28.880377185238174]]]}"
"59009,-11102",73265.62630048548,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50406929595744,-28.880377185238174],[153.50667066302512,-28.880377185238174],[153.50667066302512,-28.87777581817051],[153.50406929595744,-28.87777581817051],[153.50406929595744,-28.880377185238174]]]}"
"59010,-11102",73265.62629907076,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50667066302512,-28.880377185238174],[153.50927203009277,-28.880377185238174],[153.50927203009277,-28.87777581817051],[153.50667066302512,-28.87777581817051],[153.50667066302512,-28.880377185238174]]]}"
"59011,-11102",73265.6262998191,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50927203009277,-28.880377185238174],[153.51187339716043,-28.880377185238174],[153.51187339716043,-28.87777581817051],[153.50927203009277,-28.87777581817051],[153.50927203009277,-28.880377185238174]]]}"
